Method,Metric,Train,Test,Threshold,Rep,n,Dataset
is1,crps,277.41,183.62,0,15,1600,easy
is1,dss,-1862.9,-1105.22,0,15,1600,easy
is1,is1,1136.75,752.94,0,15,1600,easy
sse,sse,230.35,151.71,0,15,1600,easy
sse,crps,278.55,186.77,0,15,1600,easy
sse,dss,-1844.54,-1092.44,0,15,1600,easy
sse,is1,1145.77,747.65,0,15,1600,easy
crps,sse,231.9,146.51,0.1,15,1600,easy
crps,crps,276.64,184.08,0.1,15,1600,easy
crps,dss,-1862.24,-1108.65,0.1,15,1600,easy
crps,is1,1140.68,748.38,0.1,15,1600,easy
dss,sse,234.43,144.82,0.1,15,1600,easy
dss,crps,281.28,183.84,0.1,15,1600,easy
dss,dss,-1863.63,-1108.79,0.1,15,1600,easy
dss,is1,1156.8,745.4,0.1,15,1600,easy
is1,sse,231.91,146.22,0.1,15,1600,easy
is1,crps,277.9,183.16,0.1,15,1600,easy
is1,dss,-1857.65,-1110.23,0.1,15,1600,easy
is1,is1,1138.72,750.01,0.1,15,1600,easy
sse,sse,230.35,151.71,0.1,15,1600,easy
sse,crps,278.55,186.77,0.1,15,1600,easy
sse,dss,-1844.54,-1092.44,0.1,15,1600,easy
sse,is1,1145.77,747.65,0.1,15,1600,easy
crps,sse,232.55,145.98,0.3,15,1600,easy
crps,crps,278.41,183.07,0.3,15,1600,easy
crps,dss,-1849.84,-1113.14,0.3,15,1600,easy
crps,is1,1145.38,746.97,0.3,15,1600,easy
dss,sse,239.2,146.81,0.3,15,1600,easy
dss,crps,300.45,194.56,0.3,15,1600,easy
dss,dss,-1775.39,-1090.15,0.3,15,1600,easy
dss,is1,1232.87,795.35,0.3,15,1600,easy
is1,sse,234.94,144.48,0.3,15,1600,easy
is1,crps,280.51,181.48,0.3,15,1600,easy
is1,dss,-1822.61,-1138.85,0.3,15,1600,easy
is1,is1,1149.01,737.25,0.3,15,1600,easy
sse,sse,232.55,148.86,0.3,15,1600,easy
sse,crps,284.43,188.57,0.3,15,1600,easy
sse,dss,-1812.68,-1083.72,0.3,15,1600,easy
sse,is1,1165.4,763.39,0.3,15,1600,easy
crps,sse,234.29,144.72,0.5,15,1600,easy
crps,crps,280.1,182.02,0.5,15,1600,easy
crps,dss,-1812.33,-1133.65,0.5,15,1600,easy
crps,is1,1155.49,741.71,0.5,15,1600,easy
dss,sse,240.3,146.73,0.5,15,1600,easy
dss,crps,303.01,195.17,0.5,15,1600,easy
dss,dss,-1716.77,-1081.56,0.5,15,1600,easy
dss,is1,1244.25,800.3,0.5,15,1600,easy
is1,sse,235.65,144.33,0.5,15,1600,easy
is1,crps,281.69,181.25,0.5,15,1600,easy
is1,dss,-1814.35,-1141.6,0.5,15,1600,easy
is1,is1,1157.3,735.61,0.5,15,1600,easy
sse,sse,237.21,144.1,0.5,15,1600,easy
sse,crps,291.51,186.28,0.5,15,1600,easy
sse,dss,-1747.65,-1107.87,0.5,15,1600,easy
sse,is1,1193.55,754.16,0.5,15,1600,easy
crps,sse,236.87,143.25,0.8,15,1600,easy
crps,crps,282.72,180.43,0.8,15,1600,easy
crps,dss,-1783.13,-1159.1,0.8,15,1600,easy
crps,is1,1162.78,729.78,0.8,15,1600,easy
dss,sse,240.3,146.73,0.8,15,1600,easy
dss,crps,303.01,195.17,0.8,15,1600,easy
dss,dss,-1716.77,-1081.56,0.8,15,1600,easy
dss,is1,1244.25,800.3,0.8,15,1600,easy
is1,sse,236.87,143.25,0.8,15,1600,easy
is1,crps,282.72,180.43,0.8,15,1600,easy
is1,dss,-1783.13,-1159.1,0.8,15,1600,easy
is1,is1,1162.78,729.78,0.8,15,1600,easy
sse,sse,240.3,146.73,0.8,15,1600,easy
sse,crps,303.01,195.17,0.8,15,1600,easy
sse,dss,-1716.77,-1081.56,0.8,15,1600,easy
sse,is1,1244.25,800.3,0.8,15,1600,easy
crps,sse,238.53,145.68,0,16,1600,easy
crps,crps,285.19,182.2,0,16,1600,easy
crps,dss,-1895.82,-1158.71,0,16,1600,easy
crps,is1,1141.41,731.71,0,16,1600,easy
dss,sse,237.97,145.67,0,16,1600,easy
dss,crps,285.06,182.01,0,16,1600,easy
dss,dss,-1912.47,-1159.73,0,16,1600,easy
dss,is1,1139.12,732.12,0,16,1600,easy
is1,sse,239.11,145.14,0,16,1600,easy
is1,crps,285.57,181.91,0,16,1600,easy
is1,dss,-1889.29,-1166.8,0,16,1600,easy
is1,is1,1139.66,731.05,0,16,1600,easy
sse,sse,236.15,147.3,0,16,1600,easy
sse,crps,287.18,185.22,0,16,1600,easy
sse,dss,-1866.97,-1130.46,0,16,1600,easy
sse,is1,1155.64,746.4,0,16,1600,easy
crps,sse,238.92,145.43,0.1,16,1600,easy
crps,crps,285.73,181.69,0.1,16,1600,easy
crps,dss,-1884.11,-1161.79,0.1,16,1600,easy
crps,is1,1144.55,728.58,0.1,16,1600,easy
dss,sse,241.49,143.14,0.1,16,1600,easy
dss,crps,287.78,180.3,0.1,16,1600,easy
dss,dss,-1890.66,-1174.36,0.1,16,1600,easy
dss,is1,1150.11,724.44,0.1,16,1600,easy
is1,sse,239.42,145.08,0.1,16,1600,easy
is1,crps,286.04,181.69,0.1,16,1600,easy
is1,dss,-1879.08,-1165.36,0.1,16,1600,easy
is1,is1,1143.15,730.05,0.1,16,1600,easy
sse,sse,237.4,146.8,0.1,16,1600,easy
sse,crps,293.07,186.58,0.1,16,1600,easy
sse,dss,-1777.93,-1098.55,0.1,16,1600,easy
sse,is1,1172.4,756.4,0.1,16,1600,easy
crps,sse,242.1,143.06,0.3,16,1600,easy
crps,crps,288.21,180.23,0.3,16,1600,easy
crps,dss,-1864.43,-1174.85,0.3,16,1600,easy
crps,is1,1151.52,725.69,0.3,16,1600,easy
dss,sse,246.51,146.33,0.3,16,1600,easy
dss,crps,302.5,190.16,0.3,16,1600,easy
dss,dss,-1802.66,-1137.99,0.3,16,1600,easy
dss,is1,1219.28,776.21,0.3,16,1600,easy
is1,sse,242.1,143.06,0.3,16,1600,easy
is1,crps,288.21,180.23,0.3,16,1600,easy
is1,dss,-1864.43,-1174.85,0.3,16,1600,easy
is1,is1,1151.52,725.69,0.3,16,1600,easy
sse,sse,238.71,145.7,0.3,16,1600,easy
sse,crps,294.48,185.3,0.3,16,1600,easy
sse,dss,-1764.87,-1109.48,0.3,16,1600,easy
sse,is1,1179.38,749.08,0.3,16,1600,easy
crps,sse,242.42,143.73,0.5,16,1600,easy
crps,crps,289.53,181.4,0.5,16,1600,easy
crps,dss,-1843.53,-1164,0.5,16,1600,easy
crps,is1,1157.22,730.54,0.5,16,1600,easy
dss,sse,246.51,146.33,0.5,16,1600,easy
dss,crps,302.5,190.16,0.5,16,1600,easy
dss,dss,-1802.66,-1137.99,0.5,16,1600,easy
dss,is1,1219.28,776.21,0.5,16,1600,easy
is1,sse,242.42,143.73,0.5,16,1600,easy
is1,crps,289.53,181.4,0.5,16,1600,easy
is1,dss,-1843.53,-1164,0.5,16,1600,easy
is1,is1,1157.22,730.54,0.5,16,1600,easy
sse,sse,243.06,144.53,0.5,16,1600,easy
sse,crps,298.37,186.45,0.5,16,1600,easy
sse,dss,-1727.89,-1099.31,0.5,16,1600,easy
sse,is1,1198.77,750.3,0.5,16,1600,easy
crps,sse,242.42,143.73,0.8,16,1600,easy
crps,crps,289.53,181.4,0.8,16,1600,easy
crps,dss,-1843.53,-1164,0.8,16,1600,easy
crps,is1,1157.22,730.54,0.8,16,1600,easy
dss,sse,247.15,147.13,0.8,16,1600,easy
dss,crps,311.33,195.21,0.8,16,1600,easy
dss,dss,-1687.02,-1073.3,0.8,16,1600,easy
dss,is1,1260.83,795.96,0.8,16,1600,easy
is1,sse,242.42,143.73,0.8,16,1600,easy
is1,crps,289.53,181.4,0.8,16,1600,easy
is1,dss,-1843.53,-1164,0.8,16,1600,easy
is1,is1,1157.22,730.54,0.8,16,1600,easy
sse,sse,243.06,144.53,0.8,16,1600,easy
sse,crps,298.37,186.45,0.8,16,1600,easy
sse,dss,-1727.89,-1099.31,0.8,16,1600,easy
sse,is1,1198.77,750.3,0.8,16,1600,easy
crps,sse,232.52,145.95,0,17,1600,easy
crps,crps,282.24,183.7,0,17,1600,easy
crps,dss,-1868.81,-1156.29,0,17,1600,easy
crps,is1,1156.95,736.4,0,17,1600,easy
dss,sse,232.47,145.84,0,17,1600,easy
dss,crps,282.76,183.66,0,17,1600,easy
dss,dss,-1912.58,-1122.72,0,17,1600,easy
dss,is1,1154.9,746.05,0,17,1600,easy
is1,sse,233.65,144.59,0,17,1600,easy
is1,crps,283.33,182.89,0,17,1600,easy
is1,dss,-1878.84,-1161.5,0,17,1600,easy
is1,is1,1153.67,744.04,0,17,1600,easy
sse,sse,228.75,146.22,0,17,1600,easy
sse,crps,282.91,186.4,0,17,1600,easy
sse,dss,-1870.3,-1114.97,0,17,1600,easy
sse,is1,1165.76,750.07,0,17,1600,easy
crps,sse,232.52,145.95,0.1,17,1600,easy
crps,crps,282.24,183.7,0.1,17,1600,easy
crps,dss,-1868.81,-1156.29,0.1,17,1600,easy
crps,is1,1156.95,736.4,0.1,17,1600,easy
dss,sse,235.91,144.29,0.1,17,1600,easy
dss,crps,286.01,181.83,0.1,17,1600,easy
dss,dss,-1891.49,-1135.52,0.1,17,1600,easy
dss,is1,1168.86,739.28,0.1,17,1600,easy
is1,sse,233.8,144.66,0.1,17,1600,easy
is1,crps,283.87,182.76,0.1,17,1600,easy
is1,dss,-1877.17,-1162.5,0.1,17,1600,easy
is1,is1,1155.92,744.47,0.1,17,1600,easy
sse,sse,229.57,144.97,0.1,17,1600,easy
sse,crps,285.15,185.29,0.1,17,1600,easy
sse,dss,-1843.08,-1126.3,0.1,17,1600,easy
sse,is1,1170.43,752.38,0.1,17,1600,easy
crps,sse,237.25,143.32,0.3,17,1600,easy
crps,crps,287.1,181.01,0.3,17,1600,easy
crps,dss,-1845.41,-1164.84,0.3,17,1600,easy
crps,is1,1174.18,734.76,0.3,17,1600,easy
dss,sse,240.52,145.41,0.3,17,1600,easy
dss,crps,298.93,189.83,0.3,17,1600,easy
dss,dss,-1791.39,-1134.6,0.3,17,1600,easy
dss,is1,1226.22,780.56,0.3,17,1600,easy
is1,sse,237.11,143.44,0.3,17,1600,easy
is1,crps,287.74,181.79,0.3,17,1600,easy
is1,dss,-1847.16,-1164.31,0.3,17,1600,easy
is1,is1,1172.12,737.66,0.3,17,1600,easy
sse,sse,231.41,144.1,0.3,17,1600,easy
sse,crps,287.49,184.22,0.3,17,1600,easy
sse,dss,-1806.13,-1137.25,0.3,17,1600,easy
sse,is1,1184.51,745.15,0.3,17,1600,easy
crps,sse,237.25,143.32,0.5,17,1600,easy
crps,crps,287.1,181.01,0.5,17,1600,easy
crps,dss,-1845.41,-1164.84,0.5,17,1600,easy
crps,is1,1174.18,734.76,0.5,17,1600,easy
dss,sse,240.52,145.41,0.5,17,1600,easy
dss,crps,298.93,189.83,0.5,17,1600,easy
dss,dss,-1791.39,-1134.6,0.5,17,1600,easy
dss,is1,1226.22,780.56,0.5,17,1600,easy
is1,sse,237.11,143.44,0.5,17,1600,easy
is1,crps,287.74,181.79,0.5,17,1600,easy
is1,dss,-1847.16,-1164.31,0.5,17,1600,easy
is1,is1,1172.12,737.66,0.5,17,1600,easy
sse,sse,234.68,146.19,0.5,17,1600,easy
sse,crps,299.33,193.04,0.5,17,1600,easy
sse,dss,-1752.11,-1107.01,0.5,17,1600,easy
sse,is1,1236.55,790.95,0.5,17,1600,easy
crps,sse,238.7,143.04,0.8,17,1600,easy
crps,crps,288.81,181.25,0.8,17,1600,easy
crps,dss,-1809.54,-1158.29,0.8,17,1600,easy
crps,is1,1183.8,736.51,0.8,17,1600,easy
dss,sse,240.52,145.41,0.8,17,1600,easy
dss,crps,298.93,189.83,0.8,17,1600,easy
dss,dss,-1791.39,-1134.6,0.8,17,1600,easy
dss,is1,1226.22,780.56,0.8,17,1600,easy
is1,sse,238.73,143.22,0.8,17,1600,easy
is1,crps,289.65,182.14,0.8,17,1600,easy
is1,dss,-1809.25,-1156.49,0.8,17,1600,easy
is1,is1,1183.32,738.74,0.8,17,1600,easy
sse,sse,234.68,146.19,0.8,17,1600,easy
sse,crps,299.33,193.04,0.8,17,1600,easy
sse,dss,-1752.11,-1107.01,0.8,17,1600,easy
sse,is1,1236.55,790.95,0.8,17,1600,easy
crps,sse,248.02,143.1,0,18,1600,easy
crps,crps,292.54,181.66,0,18,1600,easy
crps,dss,-1849.51,-1157.69,0,18,1600,easy
crps,is1,1154.84,728.76,0,18,1600,easy
dss,sse,247.1,144.3,0,18,1600,easy
dss,crps,293.29,182.25,0,18,1600,easy
dss,dss,-1860.9,-1154.49,0,18,1600,easy
dss,is1,1154.88,738.71,0,18,1600,easy
is1,sse,247.53,143.71,0,18,1600,easy
is1,crps,292.97,181.3,0,18,1600,easy
is1,dss,-1848.79,-1159.31,0,18,1600,easy
is1,is1,1149.12,734.21,0,18,1600,easy
sse,sse,247.28,143.07,0,18,1600,easy
sse,crps,294.43,181.55,0,18,1600,easy
sse,dss,-1839.85,-1150.1,0,18,1600,easy
sse,is1,1159.63,730.65,0,18,1600,easy
crps,sse,248.12,143.06,0.1,18,1600,easy
crps,crps,292.85,181.49,0.1,18,1600,easy
crps,dss,-1848.44,-1158.08,0.1,18,1600,easy
crps,is1,1157.2,727.93,0.1,18,1600,easy
dss,sse,248.03,143.89,0.1,18,1600,easy
dss,crps,294.63,181.74,0.1,18,1600,easy
dss,dss,-1846.75,-1160.27,0.1,18,1600,easy
dss,is1,1160.11,736.15,0.1,18,1600,easy
is1,sse,247.96,143.62,0.1,18,1600,easy
is1,crps,293.76,181.02,0.1,18,1600,easy
is1,dss,-1844.47,-1160.37,0.1,18,1600,easy
is1,is1,1154.04,734.2,0.1,18,1600,easy
sse,sse,247.61,142.82,0.1,18,1600,easy
sse,crps,294.99,181.18,0.1,18,1600,easy
sse,dss,-1836.54,-1152.57,0.1,18,1600,easy
sse,is1,1162.46,728.34,0.1,18,1600,easy
crps,sse,249.24,142.92,0.3,18,1600,easy
crps,crps,295.73,180.54,0.3,18,1600,easy
crps,dss,-1803.84,-1169.91,0.3,18,1600,easy
crps,is1,1167.62,725.75,0.3,18,1600,easy
dss,sse,252.39,145.67,0.3,18,1600,easy
dss,crps,307.32,189.7,0.3,18,1600,easy
dss,dss,-1776.24,-1140,0.3,18,1600,easy
dss,is1,1228.94,773.95,0.3,18,1600,easy
is1,sse,248.25,143.59,0.3,18,1600,easy
is1,crps,294.8,181.14,0.3,18,1600,easy
is1,dss,-1825.51,-1157.1,0.3,18,1600,easy
is1,is1,1158.61,733.39,0.3,18,1600,easy
sse,sse,251.49,144.56,0.3,18,1600,easy
sse,crps,308.13,186.59,0.3,18,1600,easy
sse,dss,-1664.88,-1098.08,0.3,18,1600,easy
sse,is1,1213.74,747.88,0.3,18,1600,easy
crps,sse,249.24,142.92,0.5,18,1600,easy
crps,crps,295.73,180.54,0.5,18,1600,easy
crps,dss,-1803.84,-1169.91,0.5,18,1600,easy
crps,is1,1167.62,725.75,0.5,18,1600,easy
dss,sse,253.87,146.44,0.5,18,1600,easy
dss,crps,310.54,190.79,0.5,18,1600,easy
dss,dss,-1746.64,-1131.3,0.5,18,1600,easy
dss,is1,1242.5,778.53,0.5,18,1600,easy
is1,sse,249.24,142.92,0.5,18,1600,easy
is1,crps,295.73,180.54,0.5,18,1600,easy
is1,dss,-1803.84,-1169.91,0.5,18,1600,easy
is1,is1,1167.62,725.75,0.5,18,1600,easy
sse,sse,251.49,144.56,0.5,18,1600,easy
sse,crps,308.13,186.59,0.5,18,1600,easy
sse,dss,-1664.88,-1098.08,0.5,18,1600,easy
sse,is1,1213.74,747.88,0.5,18,1600,easy
crps,sse,249.24,142.92,0.8,18,1600,easy
crps,crps,295.73,180.54,0.8,18,1600,easy
crps,dss,-1803.84,-1169.91,0.8,18,1600,easy
crps,is1,1167.62,725.75,0.8,18,1600,easy
dss,sse,254.4,147.08,0.8,18,1600,easy
dss,crps,319.46,195.23,0.8,18,1600,easy
dss,dss,-1635.77,-1072.87,0.8,18,1600,easy
dss,is1,1270.39,792.35,0.8,18,1600,easy
is1,sse,250.8,143.8,0.8,18,1600,easy
is1,crps,298.98,181.83,0.8,18,1600,easy
is1,dss,-1773.48,-1159.65,0.8,18,1600,easy
is1,is1,1181.61,730.86,0.8,18,1600,easy
sse,sse,254.4,147.08,0.8,18,1600,easy
sse,crps,319.46,195.23,0.8,18,1600,easy
sse,dss,-1635.77,-1072.87,0.8,18,1600,easy
sse,is1,1270.39,792.35,0.8,18,1600,easy
crps,sse,226.84,147.53,0,19,1600,easy
crps,crps,284,183.03,0,19,1600,easy
crps,dss,-1836.59,-1140,0,19,1600,easy
crps,is1,1155.04,737.72,0,19,1600,easy
dss,sse,228.81,145.88,0,19,1600,easy
dss,crps,286.87,182.68,0,19,1600,easy
dss,dss,-1864.44,-1125.7,0,19,1600,easy
dss,is1,1158.42,738.55,0,19,1600,easy
is1,sse,231.56,145.11,0,19,1600,easy
is1,crps,287.49,182.17,0,19,1600,easy
is1,dss,-1826.05,-1145.68,0,19,1600,easy
is1,is1,1158.28,740.97,0,19,1600,easy
sse,sse,226.42,147.67,0,19,1600,easy
sse,crps,285.61,183.41,0,19,1600,easy
sse,dss,-1865.48,-1123.26,0,19,1600,easy
sse,is1,1155.53,745.4,0,19,1600,easy
crps,sse,227.02,147.5,0.1,19,1600,easy
crps,crps,284.23,183.01,0.1,19,1600,easy
crps,dss,-1834.27,-1142.28,0.1,19,1600,easy
crps,is1,1155.9,737.7,0.1,19,1600,easy
dss,sse,232.45,144.65,0.1,19,1600,easy
dss,crps,290.16,181.33,0.1,19,1600,easy
dss,dss,-1837.17,-1141.17,0.1,19,1600,easy
dss,is1,1168.81,731.99,0.1,19,1600,easy
is1,sse,232.28,145.17,0.1,19,1600,easy
is1,crps,288.35,182.25,0.1,19,1600,easy
is1,dss,-1821.16,-1140.67,0.1,19,1600,easy
is1,is1,1160.93,739.93,0.1,19,1600,easy
sse,sse,226.99,148.99,0.1,19,1600,easy
sse,crps,287.32,186.06,0.1,19,1600,easy
sse,dss,-1832.54,-1087.44,0.1,19,1600,easy
sse,is1,1163.42,764.55,0.1,19,1600,easy
crps,sse,227.72,147.34,0.3,19,1600,easy
crps,crps,285.63,182.23,0.3,19,1600,easy
crps,dss,-1825.47,-1146.84,0.3,19,1600,easy
crps,is1,1158.78,734.57,0.3,19,1600,easy
dss,sse,235.19,147.86,0.3,19,1600,easy
dss,crps,302.55,191.6,0.3,19,1600,easy
dss,dss,-1800.37,-1080.79,0.3,19,1600,easy
dss,is1,1230.94,787.79,0.3,19,1600,easy
is1,sse,234.26,143.83,0.3,19,1600,easy
is1,crps,291.58,180.88,0.3,19,1600,easy
is1,dss,-1782.45,-1167.24,0.3,19,1600,easy
is1,is1,1173.13,730.05,0.3,19,1600,easy
sse,sse,227.98,148.25,0.3,19,1600,easy
sse,crps,288.64,185.18,0.3,19,1600,easy
sse,dss,-1821.77,-1096.07,0.3,19,1600,easy
sse,is1,1167.75,759.23,0.3,19,1600,easy
crps,sse,234.93,145.4,0.5,19,1600,easy
crps,crps,292.75,184.06,0.5,19,1600,easy
crps,dss,-1759.44,-1120.26,0.5,19,1600,easy
crps,is1,1181.1,753.29,0.5,19,1600,easy
dss,sse,237,147.04,0.5,19,1600,easy
dss,crps,303.97,191.16,0.5,19,1600,easy
dss,dss,-1745.65,-1106.86,0.5,19,1600,easy
dss,is1,1235.26,785.86,0.5,19,1600,easy
is1,sse,234.47,145.25,0.5,19,1600,easy
is1,crps,292.91,183.67,0.5,19,1600,easy
is1,dss,-1771.26,-1123.77,0.5,19,1600,easy
is1,is1,1180.27,749.79,0.5,19,1600,easy
sse,sse,239.23,147.7,0.5,19,1600,easy
sse,crps,313.57,195.92,0.5,19,1600,easy
sse,dss,-1650.65,-1046.44,0.5,19,1600,easy
sse,is1,1272.76,799.06,0.5,19,1600,easy
crps,sse,234.93,145.4,0.8,19,1600,easy
crps,crps,292.75,184.06,0.8,19,1600,easy
crps,dss,-1759.44,-1120.26,0.8,19,1600,easy
crps,is1,1181.1,753.29,0.8,19,1600,easy
dss,sse,239.23,147.7,0.8,19,1600,easy
dss,crps,313.57,195.92,0.8,19,1600,easy
dss,dss,-1650.65,-1046.44,0.8,19,1600,easy
dss,is1,1272.76,799.06,0.8,19,1600,easy
is1,sse,234.47,145.25,0.8,19,1600,easy
is1,crps,292.91,183.67,0.8,19,1600,easy
is1,dss,-1771.26,-1123.77,0.8,19,1600,easy
is1,is1,1180.27,749.79,0.8,19,1600,easy
sse,sse,239.23,147.7,0.8,19,1600,easy
sse,crps,313.57,195.92,0.8,19,1600,easy
sse,dss,-1650.65,-1046.44,0.8,19,1600,easy
sse,is1,1272.76,799.06,0.8,19,1600,easy
crps,sse,235.86,143.38,0,20,1600,easy
crps,crps,287.49,181.96,0,20,1600,easy
crps,dss,-1879.9,-1155.74,0,20,1600,easy
crps,is1,1168.51,737.81,0,20,1600,easy
dss,sse,235.51,143.44,0,20,1600,easy
dss,crps,287.57,181.19,0,20,1600,easy
dss,dss,-1914.85,-1146.29,0,20,1600,easy
dss,is1,1169.88,730.03,0,20,1600,easy
is1,sse,240.29,142.59,0,20,1600,easy
is1,crps,289.72,180.99,0,20,1600,easy
is1,dss,-1867.49,-1152.56,0,20,1600,easy
is1,is1,1172.5,730.93,0,20,1600,easy
sse,sse,235.84,143.35,0,20,1600,easy
sse,crps,287.53,181.89,0,20,1600,easy
sse,dss,-1880.13,-1156.11,0,20,1600,easy
sse,is1,1169.11,736.97,0,20,1600,easy
crps,sse,236.45,142.58,0.1,20,1600,easy
crps,crps,288.49,180.71,0.1,20,1600,easy
crps,dss,-1871.16,-1162.69,0.1,20,1600,easy
crps,is1,1174.69,728.46,0.1,20,1600,easy
dss,sse,236.59,142.68,0.1,20,1600,easy
dss,crps,289.01,181.04,0.1,20,1600,easy
dss,dss,-1869.75,-1161.65,0.1,20,1600,easy
dss,is1,1176.03,729.23,0.1,20,1600,easy
is1,sse,240.31,142.58,0.1,20,1600,easy
is1,crps,289.87,180.92,0.1,20,1600,easy
is1,dss,-1867.28,-1152.66,0.1,20,1600,easy
is1,is1,1174.18,730.71,0.1,20,1600,easy
sse,sse,236.06,143.41,0.1,20,1600,easy
sse,crps,288.25,182.08,0.1,20,1600,easy
sse,dss,-1877.89,-1155.47,0.1,20,1600,easy
sse,is1,1171.38,737.77,0.1,20,1600,easy
crps,sse,236.59,142.68,0.3,20,1600,easy
crps,crps,289.01,181.04,0.3,20,1600,easy
crps,dss,-1869.75,-1161.65,0.3,20,1600,easy
crps,is1,1176.03,729.23,0.3,20,1600,easy
dss,sse,245.51,144.77,0.3,20,1600,easy
dss,crps,304.19,188.97,0.3,20,1600,easy
dss,dss,-1806.58,-1139.94,0.3,20,1600,easy
dss,is1,1242.91,774.56,0.3,20,1600,easy
is1,sse,242.19,142.68,0.3,20,1600,easy
is1,crps,292.73,180.68,0.3,20,1600,easy
is1,dss,-1836.24,-1167.44,0.3,20,1600,easy
is1,is1,1189.13,730.44,0.3,20,1600,easy
sse,sse,236.59,142.68,0.3,20,1600,easy
sse,crps,289.01,181.04,0.3,20,1600,easy
sse,dss,-1869.75,-1161.65,0.3,20,1600,easy
sse,is1,1176.03,729.23,0.3,20,1600,easy
crps,sse,237.5,142.36,0.5,20,1600,easy
crps,crps,290.08,180.46,0.5,20,1600,easy
crps,dss,-1858.61,-1166.45,0.5,20,1600,easy
crps,is1,1179.84,727.83,0.5,20,1600,easy
dss,sse,248.61,146.71,0.5,20,1600,easy
dss,crps,308.93,191.64,0.5,20,1600,easy
dss,dss,-1760.68,-1117.95,0.5,20,1600,easy
dss,is1,1263.28,785.12,0.5,20,1600,easy
is1,sse,242.19,142.68,0.5,20,1600,easy
is1,crps,292.73,180.68,0.5,20,1600,easy
is1,dss,-1836.24,-1167.44,0.5,20,1600,easy
is1,is1,1189.13,730.44,0.5,20,1600,easy
sse,sse,246.88,144.43,0.5,20,1600,easy
sse,crps,306.59,186.79,0.5,20,1600,easy
sse,dss,-1675.1,-1091.02,0.5,20,1600,easy
sse,is1,1248.92,751.08,0.5,20,1600,easy
crps,sse,241.41,142.12,0.8,20,1600,easy
crps,crps,291.76,180.34,0.8,20,1600,easy
crps,dss,-1847.64,-1166.4,0.8,20,1600,easy
crps,is1,1183.93,729.34,0.8,20,1600,easy
dss,sse,250.99,147.08,0.8,20,1600,easy
dss,crps,319.02,195.42,0.8,20,1600,easy
dss,dss,-1634.04,-1064.57,0.8,20,1600,easy
dss,is1,1307.9,796.3,0.8,20,1600,easy
is1,sse,242.19,142.68,0.8,20,1600,easy
is1,crps,292.73,180.68,0.8,20,1600,easy
is1,dss,-1836.24,-1167.44,0.8,20,1600,easy
is1,is1,1189.13,730.44,0.8,20,1600,easy
sse,sse,246.88,144.43,0.8,20,1600,easy
sse,crps,306.59,186.79,0.8,20,1600,easy
sse,dss,-1675.1,-1091.02,0.8,20,1600,easy
sse,is1,1248.92,751.08,0.8,20,1600,easy
crps,sse,242.11,143.68,0,21,1600,easy
crps,crps,293.4,181.42,0,21,1600,easy
crps,dss,-1808.21,-1146.46,0,21,1600,easy
crps,is1,1195.89,729.1,0,21,1600,easy
dss,sse,241.26,144.77,0,21,1600,easy
dss,crps,293.61,183.26,0,21,1600,easy
dss,dss,-1812.9,-1154.32,0,21,1600,easy
dss,is1,1194.21,740.28,0,21,1600,easy
is1,sse,241.84,143.36,0,21,1600,easy
is1,crps,293.42,181.21,0,21,1600,easy
is1,dss,-1801.53,-1162.11,0,21,1600,easy
is1,is1,1190.19,730.22,0,21,1600,easy
sse,sse,238.19,144.44,0,21,1600,easy
sse,crps,291.68,182.42,0,21,1600,easy
sse,dss,-1805.22,-1155.12,0,21,1600,easy
sse,is1,1191.54,734.71,0,21,1600,easy
crps,sse,242.14,143.57,0.1,21,1600,easy
crps,crps,293.63,181.17,0.1,21,1600,easy
crps,dss,-1807.54,-1146.58,0.1,21,1600,easy
crps,is1,1196.77,727.77,0.1,21,1600,easy
dss,sse,241.83,143.93,0.1,21,1600,easy
dss,crps,294.48,182.32,0.1,21,1600,easy
dss,dss,-1805.15,-1164.49,0.1,21,1600,easy
dss,is1,1197.34,737.14,0.1,21,1600,easy
is1,sse,242.76,143,0.1,21,1600,easy
is1,crps,294.71,180.91,0.1,21,1600,easy
is1,dss,-1777.79,-1159.56,0.1,21,1600,easy
is1,is1,1199.12,730,0.1,21,1600,easy
sse,sse,238.78,143.78,0.1,21,1600,easy
sse,crps,292.53,181.63,0.1,21,1600,easy
sse,dss,-1798.33,-1162.43,0.1,21,1600,easy
sse,is1,1194.31,732.13,0.1,21,1600,easy
crps,sse,243.25,142.63,0.3,21,1600,easy
crps,crps,295.49,180.37,0.3,21,1600,easy
crps,dss,-1766.58,-1172.69,0.3,21,1600,easy
crps,is1,1203.42,726.85,0.3,21,1600,easy
dss,sse,246.88,145.25,0.3,21,1600,easy
dss,crps,309.51,190,0.3,21,1600,easy
dss,dss,-1739.92,-1159.85,0.3,21,1600,easy
dss,is1,1271.15,774.52,0.3,21,1600,easy
is1,sse,243.25,142.63,0.3,21,1600,easy
is1,crps,295.49,180.37,0.3,21,1600,easy
is1,dss,-1766.58,-1172.69,0.3,21,1600,easy
is1,is1,1203.42,726.85,0.3,21,1600,easy
sse,sse,239.44,143.07,0.3,21,1600,easy
sse,crps,293.36,181.03,0.3,21,1600,easy
sse,dss,-1778.32,-1163.15,0.3,21,1600,easy
sse,is1,1198.35,729.83,0.3,21,1600,easy
crps,sse,243.25,142.63,0.5,21,1600,easy
crps,crps,295.49,180.37,0.5,21,1600,easy
